file,release,status,license,source,licenseFile,evidenceLevel,sha256,bytes
assets/acc_rover.glb,True,verified-license,CC0-1.0,https://kenney.nl/assets/space-kit,legal/licenses/Kenney-space.txt,original-package-license-and-recovered-import-history,041bdcf8eecd623203c61f3320b8a64336d0c3e4cc386e8242fae59958930f4d,7032
assets/acc_searchlight.glb,True,project-authored,Project-specific; no new third-party grant,design/armored-update/build_armored_fleet.py,,procedural-source-reviewed,67c2c89e7b799721e9a687ead58396c57baad9ce7cdf0fc17b1780013fefffa2,26404
assets/acc_sled.glb,True,verified-license,CC0-1.0,https://kenney.nl/assets/holiday-kit,legal/licenses/Kenney-holiday.txt,original-package-license-and-recovered-import-history,e92c30777d631836a9f75477a30f41650dc48dd400dd8fb3bc1a3b8919231a27,9836
assets/acc_snowman.glb,True,verified-license,CC0-1.0,https://kenney.nl/assets/holiday-kit,legal/licenses/Kenney-holiday.txt,original-package-license-and-recovered-import-history,db951c72064236ea33cbec6ad91950eafb25fa1f351b4f85a746de8c86594dbb,16856
assets/acc_speeder.glb,True,verified-license,CC0-1.0,https://kenney.nl/assets/space-kit,legal/licenses/Kenney-space.txt,original-package-license-and-recovered-import-history,3a0abf17f7f49848e9f06bc4e1ededa3b3abe2ed80eca2c41a92fc02e2b0601b,9800
assets/acc_turbopack.glb,True,project-authored,Project-specific; no new third-party grant,design/garage-expansion/build_workshop.py,,procedural-source-reviewed,a2a7c21383f791f0af531be0d4a9e5db3e61003176a53d49c0d4d14875baa592,46052
assets/acc_xmas.glb,True,verified-license,CC0-1.0,https://kenney.nl/assets/holiday-kit,legal/licenses/Kenney-holiday.txt,original-package-license-and-recovered-import-history,e5202e869486e1d7bd68663961f41071799ead8a485a31302ec1855cf663f310,27364
assets/arena-lobby-v2.jpg,False,archived-not-shipped,,,,,3d6daec094a7ed10cdb4dc5a99b544effea3e81e364acd7cad86feeaf94a70b2,521706
assets/crate_arcticlab.glb,True,project-authored,Project-specific; no new third-party grant,design/garage-expansion/build_workshop.py,,procedural-source-reviewed,0d5edc2a7de45cf51f268ec5517e0dd156ad095acc73067c3cf1b8fb06b5661a,42156
assets/crate_forge.glb,True,project-authored,Project-specific; no new third-party grant,design/garage-expansion/build_workshop.py,,procedural-source-reviewed,e73ab69436443031c8af0bdaf41cf73fc41fc5aa0defc850aecaf793730369f5,40976
assets/crate_neonlab.glb,True,project-authored,Project-specific; no new third-party grant,design/garage-expansion/build_workshop.py,,procedural-source-reviewed,a9f11345daf0d62916c75a7a1bc26dc88a0f7732363885ccc9a498d135c2bfcb,42128
assets/crate_stadium.glb,True,project-authored,Project-specific; no new third-party grant,design/garage-expansion/build_workshop.py,,procedural-source-reviewed,f298c924a4512bd79d3d818ba7b9920fbbe1b7073e47187005bf6cf1ad0ebe00,36096
assets/decor_canyon.glb,True,project-authored,Project-specific; no new third-party grant,legal/evidence/recovered-model-sources.json,,procedural-source-reviewed,110502a6bae51bdd42416364ead29a596dfca0f12bacb32f1db1e6a8dc2e9da5,48328
assets/decor_city.glb,True,project-authored,Project-specific; no new third-party grant,legal/evidence/recovered-model-sources.json,,procedural-source-reviewed,5e32be1c1b555db5b07b76a1570cb093b2ca0cacb0f092e5cfb78930b015cffd,103336
assets/decor_desert.glb,True,verified-license,CC0-1.0,https://kenney.nl/assets/nature-kit,legal/licenses/Kenney-nature.txt,original-package-license-and-recovered-import-history,7ba11fc387eb70b4f4b96f0bc67e580e5ae63bf0fc17696e47fda308150a84cb,22872
assets/decor_harbor.glb,True,project-authored,Project-specific; no new third-party grant,legal/evidence/recovered-model-sources.json,,procedural-source-reviewed,17f079aeb27162033fa465b654dc89148ee3e550b220c57d522eeb783558f1d7,93824
assets/decor_lava.glb,True,verified-license,CC0-1.0,https://kenney.nl/assets/nature-kit,legal/licenses/Kenney-nature.txt,original-package-license-and-recovered-import-history,ceec5bd1105264568962cb61802b171986c3343e29d405955de36e6345da1407,10936
assets/decor_snow.glb,True,verified-license,CC0-1.0,https://kenney.nl/assets/holiday-kit,legal/licenses/Kenney-holiday.txt,original-package-license-and-recovered-import-history,085732fa2b9777f1ea0c69ab46ca5b33cbf73b96d75d306f2cfa7100bfd72201,74164
assets/decor_space.glb,True,verified-license,CC0-1.0,https://kenney.nl/assets/space-kit,legal/licenses/Kenney-space.txt,original-package-license-and-recovered-import-history,ab3d0cd32ee21dfe3ae42c7d7612bebdfc93c0e3ec598a0c4ede9a19f6de0c9a,46996
assets/decor_stadium.glb,True,verified-license,CC0-1.0,https://kenney.nl/assets/nature-kit,legal/licenses/Kenney-nature.txt,original-package-license-and-recovered-import-history,9498a1d06879e8c85e96d839a389c0c7adc77c369fbc69085b56231a3aa70f83,20600
assets/env.hdr,True,verified-license,CC0-1.0,https://polyhaven.com/a/kloofendal_48d_partly_cloudy_puresky,legal/licenses/CC0-1.0.txt,fresh-official-download-with-checksum,4b245f797c33abe40c825d73ecc07302b65ccd5b80c87acd67089baf78fa1290,99158
assets/env_studio.hdr,True,verified-license,CC0-1.0,https://polyhaven.com/a/studio_small_09,legal/licenses/CC0-1.0.txt,fresh-official-download-with-checksum,eb397592be0321caf0abc6060c3c609714eb21cd2510f49dc1a70edd029c7081,105018
assets/fonts/BarlowSemiCondensed-SemiBold.ttf,True,verified-license,OFL-1.1,https://raw.githubusercontent.com/google/fonts/main/ofl/barlowsemicondensed/BarlowSemiCondensed-SemiBold.ttf,legal/licenses/Barlow-OFL.txt,unmodified-official-font-download,bd299f4bc5b44d30be8d42e9bad3a5df7d66af1cd55d0ed72a8b8916360a1424,109772
assets/fonts/field-symbols.ttf,True,verified-license,OFL-1.1,https://github.com/google/fonts/tree/main/ofl/notoemoji,legal/licenses/NotoEmoji-OFL.txt,official-download-and-reproducible-subset,3a1764040ad0559fdd39c01e1dcb40a7fa35cca493af98ee97a16a9093f4d4a9,140856
assets/fonts/russo-latin-ext.woff2,False,archived-not-shipped,,,,,3d27bea878fc4351c18c064c38aa2574c85debbc8e128580575bf1cb94ca1e4c,4368
assets/fonts/russo-latin.woff2,False,archived-not-shipped,,,,,53c9adb058b01d0143a6f23ada52a6719800bf0253edb1439285010eaaca5284,7360
assets/hero.jpg,False,archived-not-shipped,,,,,1b1712b914ba57fd57f2f3fcce8deaf2cc8d099e0f822c0f5b778ac93364ecc9,33834
assets/icon-1024.png,False,archived-not-shipped,,,,,a0f878b133f1ac0ab78a1bf975f0d45b4fe1f0eecfc314c660eb3692b238de0e,139148
assets/icon-192.png,True,project-authored,Project-specific; no new third-party grant,design/identity/app-icon.svg,,procedural-source-reviewed,ff0d3efc364e4e5baade3f86fc302afb57bd894eabf1639b844c7bcc01ac52da,17430
assets/icon-512.png,True,project-authored,Project-specific; no new third-party grant,design/identity/app-icon.svg,,procedural-source-reviewed,d47312908456dfa26dce5c6f54576c871d439b1c831e5a2c55b880f5032048cc,56757
assets/outpost-lobby.jpg,True,project-authored,Project-specific; no new third-party grant,design/identity/build_outpost.py,,procedural-source-reviewed,f6322a34ef9420325e15da73a26bd474ede19a28fdccbe37721ce4a17530017c,178179
assets/shot_basketball.glb,True,project-authored,Project-specific; no new third-party grant,design/garage-expansion/build_workshop.py,,procedural-source-reviewed,0d21046242edc2650f93f51a44599ddcfa806b23385d610f449c6773a15362b3,63468
assets/shot_beachball.glb,True,project-authored,Project-specific; no new third-party grant,design/garage-expansion/build_workshop.py,,procedural-source-reviewed,d9fcb653deb6af0dd9400361f586b024402c5c184b38cbcbd30cc2c5af134bae,15528
assets/shot_crystalshot.glb,True,project-authored,Project-specific; no new third-party grant,design/garage-expansion/build_workshop.py,,procedural-source-reviewed,f9262e6f09f30c7959d0bba42810ee61107fc95c876aecbf1c02900305090a20,6844
assets/shot_football.glb,True,project-authored,Project-specific; no new third-party grant,design/garage-expansion/build_workshop.py,,procedural-source-reviewed,8abb3bd246998301d03bde13dcd44dd87d8412247b16b525adb726f014e1cc89,16316
assets/shot_meteor.glb,True,project-authored,Project-specific; no new third-party grant,design/garage-expansion/build_workshop.py,,procedural-source-reviewed,d91a3e169042fe71dfeff6f04954c18cb9f260ebcb751e2394b5c3ddc715600e,18800
assets/shot_plasmacore.glb,True,project-authored,Project-specific; no new third-party grant,design/garage-expansion/build_workshop.py,,procedural-source-reviewed,6a0084aa952cd100cb6e1d7e3555838fc68ca2eb161d218c75065541c534d695,62272
assets/shot_snowball.glb,True,project-authored,Project-specific; no new third-party grant,design/garage-expansion/build_workshop.py,,procedural-source-reviewed,58dfa99ad10c126ca122a8dd0556794f53f9043a1e9666ea9f029849bf9f332d,15572
assets/shot_tennisball.glb,True,project-authored,Project-specific; no new third-party grant,design/garage-expansion/build_workshop.py,,procedural-source-reviewed,a50dafe5025fe033e256c789a7bd2fa133758ae8129b034425b2244e9ae64425,46224
assets/sky.jpg,True,verified-license,CC0-1.0,https://polyhaven.com/a/kloofendal_48d_partly_cloudy_puresky,legal/licenses/CC0-1.0.txt,fresh-official-download-with-checksum,fe41765be39f2f3ba0e73799289b241f550da3a33414f1961d2d1eb2941d1494,51853
assets/tank.glb,False,archived-not-shipped,,,,,3b508e9e0c17b47dd57ed7c9e3235c14f0b530ee70636df491d92d344edcff9b,91332
assets/tank_arty.glb,False,archived-not-shipped,,,,,cc6adc588eef9a0f290968358bbf5af7c4e265f394476e43a5d566beb365b610,115832
assets/tank_arty_mk2.glb,True,project-authored,Project-specific; no new third-party grant,design/complete-fleet/build_complete_fleet.py,,procedural-source-reviewed,38fa20c845c7091994a4b4c77ba49402367f02adc492a549c7b75c996eaba6ba,255048
assets/tank_bastion_mk2.glb,True,project-authored,Project-specific; no new third-party grant,design/complete-fleet/build_complete_fleet.py,,procedural-source-reviewed,2ef47643d2c8087713b4f91bb0028b8717a77ba2390fb922ef6dc34c14d885a5,288608
assets/tank_boxer.glb,False,archived-not-shipped,,,,,fbf8112d7508d30709894bee7f2ae19a07b89ed2368b6fe4e517532b50f8d84c,16036
assets/tank_boxer_mk2.glb,True,project-authored,Project-specific; no new third-party grant,design/complete-fleet/build_complete_fleet.py,,procedural-source-reviewed,627b22c56ae912545630f094cb122a7bcd181070ac9173cfbdf8e1eb8b70ea33,264372
assets/tank_goldking.glb,False,archived-not-shipped,,,,,23e4a354f7c683f22fa706c55a51164760fa35d236a94046765b83fbeb2fb50f,111908
assets/tank_goldking_mk2.glb,True,project-authored,Project-specific; no new third-party grant,design/complete-fleet/build_complete_fleet.py,,procedural-source-reviewed,5dbfa0d43ccb51a7ce1a6665e6666d8f9694d25f8901f1891a7264bf081142ca,253920
assets/tank_guardian.glb,False,archived-not-shipped,,,,,3ca0839fa361dfd125df7cc7241a43242a7291fa39d9229378fe0e6d21014f19,103916
assets/tank_guardian_mk2.glb,True,project-authored,Project-specific; no new third-party grant,design/complete-fleet/build_complete_fleet.py,,procedural-source-reviewed,23133fcfd5e81880f6b3b6c9288ee0190c302ced4341d9ae933813f448756eb1,267804
assets/tank_heavy.glb,False,archived-not-shipped,,,,,5426568b9561cf6b915d28b89afab1643cc7a54dce4c55d197f03d2eb0853c4a,142864
assets/tank_heavy_mk2.glb,True,project-authored,Project-specific; no new third-party grant,design/armored-update/build_armored_fleet.py,,procedural-source-reviewed,d231138a3dd3b45451a0fd4c68f07f968d98b9203f5383f772879cf3afc6498a,442520
assets/tank_hover.glb,False,archived-not-shipped,,,,,28f75504174d3ade35f2fbf37da2e3f8a1772d0fd151b953583071368fb86294,47752
assets/tank_hover_mk2.glb,True,project-authored,Project-specific; no new third-party grant,design/complete-fleet/build_complete_fleet.py,,procedural-source-reviewed,af0f5f736d34a6428334c00f4c6e4d2e362bcef29625e2cce883bc27fbbbf6d2,182796
assets/tank_lynx.glb,False,archived-not-shipped,,,,,f8cf8242954d2c56a2ee136fbe40a23a9606cbd227604ccca9d439c847550135,43660
assets/tank_lynx_mk2.glb,True,project-authored,Project-specific; no new third-party grant,design/complete-fleet/build_complete_fleet.py,,procedural-source-reviewed,2a7a216f48c432197caede9355e056a3383efcb23ff94bec8fc677f9c334fb86,251876
assets/tank_mamut.glb,False,archived-not-shipped,,,,,15c754519279f7e4610b08a0da7034c3410f95237aa778116ff647a75baf5d5b,118032
assets/tank_mamut_mk2.glb,True,project-authored,Project-specific; no new third-party grant,design/complete-fleet/build_complete_fleet.py,,procedural-source-reviewed,4c6e6159cb2b5ae384c8ab2d49f072b8db3514611dce3312e2357b4ca2a6715a,294696
assets/tank_phantom.glb,False,archived-not-shipped,,,,,5812fb3cebc2c8eb700c485b849b5c12f6cbf3530dc5d5b705b595fa2bcd44f6,43560
assets/tank_phantom_mk2.glb,True,project-authored,Project-specific; no new third-party grant,design/complete-fleet/build_complete_fleet.py,,procedural-source-reviewed,b7d2b6e9fc6fba65b70b302f4a9bd935be49813a24a55869435832de6c5f97aa,236288
assets/tank_recruit.glb,False,archived-not-shipped,,,,,9df0d0fe81a922100db50957661d3eff2e025d7c93edcfeaa0ef36e468dc52eb,104424
assets/tank_recruit_mk2.glb,True,project-authored,Project-specific; no new third-party grant,design/armored-update/build_armored_fleet.py,,procedural-source-reviewed,fa06897b3ad9fe1e308b608fd57e4caabc3f9498ae30ed3ba9639909b7a31ab2,415852
assets/tank_scout.glb,False,archived-not-shipped,,,,,9ef132f3449f83c95775a0eb79aa0f72cb9021aab8be3ca03ac987cb52630560,38440
assets/tank_scout_mk2.glb,True,project-authored,Project-specific; no new third-party grant,design/armored-update/build_armored_fleet.py,,procedural-source-reviewed,cdb21a0b8f1ee92f2b201a5d1e6d3298200f02cfe0e865a237091c4804e8e0ca,412760
assets/tank_sniper.glb,False,archived-not-shipped,,,,,2711ed0f1d14dd9a826fefa63bec7cf540a08454113ef68a28904853a64a1978,103588
assets/tank_sniper_mk2.glb,True,project-authored,Project-specific; no new third-party grant,design/complete-fleet/build_complete_fleet.py,,procedural-source-reviewed,f58cf51d32c07c39ca0a76f1826443fb0c0cebff1ac520fcfd8401f66629612a,267096
assets/tank_titan.glb,False,archived-not-shipped,,,,,0529425dcd58a9a8269748bceb4a26bf0fcab1392f0f895d3236ec4f4f337e5c,145948
assets/tank_titan_mk2.glb,True,project-authored,Project-specific; no new third-party grant,design/complete-fleet/build_complete_fleet.py,,procedural-source-reviewed,262aef11528adf90e4674f87e52d4bdf6830bc6273622ae06f78a304c0356530,311216
assets/tank_twin.glb,False,archived-not-shipped,,,,,2cc12f8ee0867940c596353fe06eacf84379d3fae7dc1a972a6a773251662496,103524
assets/tank_twin_mk2.glb,True,project-authored,Project-specific; no new third-party grant,design/complete-fleet/build_complete_fleet.py,,procedural-source-reviewed,e869caa140a1ab0dce16818bd2a410a3e637118024151de2cada67307a3712f1,246920
assets/textures/asphalt_ao.jpg,True,verified-license,CC0-1.0,https://polyhaven.com/a/asphalt_03,legal/licenses/CC0-1.0.txt,fresh-official-download-with-checksum,736e8b33e6ca4a60097e486cf8e099488200c91ed3fbd0dfb356591dc5bd3f4d,86678
assets/textures/asphalt_diff.jpg,True,verified-license,CC0-1.0,https://polyhaven.com/a/asphalt_03,legal/licenses/CC0-1.0.txt,fresh-official-download-with-checksum,f6bc65aa3a182c8752fc39b8dbef629778420a0a25f9027a07a8b69c4ae8702c,169237
assets/textures/asphalt_nor.jpg,True,verified-license,CC0-1.0,https://polyhaven.com/a/asphalt_03,legal/licenses/CC0-1.0.txt,fresh-official-download-with-checksum,323ac6339b4080a51680740cc3502802a76fa012301e0b37a19d582432311f03,38626
assets/textures/asphalt_rough.jpg,True,verified-license,CC0-1.0,https://polyhaven.com/a/asphalt_03,legal/licenses/CC0-1.0.txt,fresh-official-download-with-checksum,898f19481aea9b9640a226b7648a562bad98c0f02641da4ecef70d8ac86a363b,16702
assets/textures/grass_ao.jpg,True,verified-license,CC0-1.0,https://polyhaven.com/a/leafy_grass,legal/licenses/CC0-1.0.txt,fresh-official-download-with-checksum,d8c2d1639f59af3bab0cc4fa77640a9fc64be24c3baf0498a6783d6cd820ffa0,96015
assets/textures/grass_diff.jpg,True,verified-license,CC0-1.0,https://polyhaven.com/a/leafy_grass,legal/licenses/CC0-1.0.txt,fresh-official-download-with-checksum,f259177f7699af93910054ff832b0d57a437e63c3ad50c2b3b3453555eca01e0,341744
assets/textures/grass_nor.jpg,True,verified-license,CC0-1.0,https://polyhaven.com/a/leafy_grass,legal/licenses/CC0-1.0.txt,fresh-official-download-with-checksum,6e3d1027c946ff372a77cf44b012afc413e96b1c5f535964f39b0cb6f96f00e2,124963
assets/textures/grass_rough.jpg,True,verified-license,CC0-1.0,https://polyhaven.com/a/leafy_grass,legal/licenses/CC0-1.0.txt,fresh-official-download-with-checksum,2f14453006505dabc1a4c47491f8ad5434367303da8829e929ef2683640b1d7f,21530
assets/textures/ground_ao.jpg,True,verified-license,CC0-1.0,https://polyhaven.com/a/brown_mud_leaves_01,legal/licenses/CC0-1.0.txt,fresh-official-download-with-checksum,9f9a7c9bb955d3c76aae467c4dd33e9c5c44067e193772ea7ca57a5d74b0742e,94310
assets/textures/ground_diff.jpg,True,verified-license,CC0-1.0,https://polyhaven.com/a/brown_mud_leaves_01,legal/licenses/CC0-1.0.txt,fresh-official-download-with-checksum,7045eb6d2febbebfd8fe94d0a6f9fc7d9230d246b996e1f03b657c52a84a9279,363696
assets/textures/ground_nor.jpg,True,verified-license,CC0-1.0,https://polyhaven.com/a/brown_mud_leaves_01,legal/licenses/CC0-1.0.txt,fresh-official-download-with-checksum,acf1c5f3948e251d400b3c7256e5e2483d66258ffc99cdcd376970719b13d873,138415
assets/textures/ground_rough.jpg,True,verified-license,CC0-1.0,https://polyhaven.com/a/brown_mud_leaves_01,legal/licenses/CC0-1.0.txt,fresh-official-download-with-checksum,8a2f2a2b83400d51b5c1df54e75f1e8bb3cb44fbdd8d3eb3e6ccc9b54f86630f,44044
assets/textures/sand_ao.jpg,True,verified-license,CC0-1.0,https://polyhaven.com/a/aerial_beach_01,legal/licenses/CC0-1.0.txt,fresh-official-download-with-checksum,53743f7eca5f273b29d9c61612190fa0da136a78f8b68ade2e40e8c999ac7d5b,58275
assets/textures/sand_diff.jpg,True,verified-license,CC0-1.0,https://polyhaven.com/a/aerial_beach_01,legal/licenses/CC0-1.0.txt,fresh-official-download-with-checksum,e741b7a58b61e6222465526f00d3e6ff881092a81f4535849112fe9c968266e1,105683
assets/textures/sand_nor.jpg,True,verified-license,CC0-1.0,https://polyhaven.com/a/aerial_beach_01,legal/licenses/CC0-1.0.txt,fresh-official-download-with-checksum,149aa64353a7c58ec7e265dd63be57dea2d4333f042755826ed46e7bffe81df8,84986
assets/textures/sand_rough.jpg,True,verified-license,CC0-1.0,https://polyhaven.com/a/aerial_beach_01,legal/licenses/CC0-1.0.txt,fresh-official-download-with-checksum,4d4ee5a20c6dceda513fc423ce35e333d0752d842e203f4476c413b0aeeb83a5,44048
assets/textures/snow_ao.jpg,True,verified-license,CC0-1.0,https://polyhaven.com/a/snow_02,legal/licenses/CC0-1.0.txt,fresh-official-download-with-checksum,4cb651d90b99e8fe7d5e3636b31fb39d8ddd41c42731380fe9123b9318abf375,33157
assets/textures/snow_diff.jpg,True,verified-license,CC0-1.0,https://polyhaven.com/a/snow_02,legal/licenses/CC0-1.0.txt,fresh-official-download-with-checksum,6a04bb21126c21f8c8c172016fd3099c881e6f4eb21f8e1cf305cf1ec7789b49,128843
assets/textures/snow_nor.jpg,True,verified-license,CC0-1.0,https://polyhaven.com/a/snow_02,legal/licenses/CC0-1.0.txt,fresh-official-download-with-checksum,02ac1460873fcedcfe5ab41ef90f399a9c7b63c15261c7158cd35e893a9b1eab,80368
assets/textures/snow_rough.jpg,True,verified-license,CC0-1.0,https://polyhaven.com/a/snow_02,legal/licenses/CC0-1.0.txt,fresh-official-download-with-checksum,2ea7a87e1eaacc98dec532c5fc2cc05d1e9598cdf3de5330e10f2a61c1cc18da,11957
assets/textures/wall_ao.jpg,True,verified-license,CC0-1.0,https://polyhaven.com/a/brick_wall_001,legal/licenses/CC0-1.0.txt,fresh-official-download-with-checksum,ab9be3925d9335e47981aa95fbfd3ad01175fe206b0f5a6c1923617a971af0b0,43055
assets/textures/wall_diff.jpg,True,verified-license,CC0-1.0,https://polyhaven.com/a/brick_wall_001,legal/licenses/CC0-1.0.txt,fresh-official-download-with-checksum,e881dd54acfb95d0ba1626d65952fb2e325a9f47f59bec008cc99dd8e19df03f,222616
assets/textures/wall_nor.jpg,True,verified-license,CC0-1.0,https://polyhaven.com/a/brick_wall_001,legal/licenses/CC0-1.0.txt,fresh-official-download-with-checksum,a79cb9b307539c71bff3a2441542e72bc9eb50baf933e98119ab1e661b93a98a,90559
assets/textures/wall_rough.jpg,True,verified-license,CC0-1.0,https://polyhaven.com/a/brick_wall_001,legal/licenses/CC0-1.0.txt,fresh-official-download-with-checksum,33502f71abd3d9a6adb6d1c229316eeae97d2c4147f46138a53fb067ff249cf1,28885
libs/jsm/loaders/GLTFLoader.js,True,verified-license,MIT,https://github.com/mrdoob/three.js/tree/r160,legal/licenses/three-r160-MIT.txt,,4ca7dd12b6be001ecbd52091e6f21503dca3944d4e389af7b57da16275d31827,108538
libs/jsm/loaders/RGBELoader.js,True,verified-license,MIT,https://github.com/mrdoob/three.js/tree/r160,legal/licenses/three-r160-MIT.txt,,a450e3eb44d92f450606902431807f0f51d970efe35c75c037a781c50829f9c8,11393
libs/jsm/utils/BufferGeometryUtils.js,True,verified-license,MIT,https://github.com/mrdoob/three.js/tree/r160,legal/licenses/three-r160-MIT.txt,,5e330ce5bc7f2f46c07c67646e18ed2472e9f4479546a253b5ab3dfc5ab0244b,31922
libs/three.module.js,True,verified-license,MIT,https://github.com/mrdoob/three.js/tree/r160,legal/licenses/three-r160-MIT.txt,,76dea8151bc9352aef3528b4262e249b2604f62543828328db978d060d61a495,1272972
legal/licenses/Apache-2.0.txt,True,license-notice,,,,,cfc7749b96f63bd31c3c42b5c471bf756814053e847c10f3eb003417bc523d30,11358
legal/licenses/Barlow-OFL.txt,True,license-notice,,,,,186d750eb496a4c17a76385f82be6aea2ac1cf2de074a811d63786cf374ea73f,4377
legal/licenses/CC0-1.0.txt,True,license-notice,,,,,a2010f343487d3f7618affe54f789f5487602331c0a8d03f49e9a7c547cf0499,7048
legal/licenses/Capacitor-SPM-MIT.txt,True,license-notice,,,,,48f126b6311bd8e86b56bb3d2c5105a7999e9c348c2ceca7e60e397e7b5f41de,1386
legal/licenses/Cordova-NOTICE.txt,True,license-notice,,,,,26a222224bcd2277143ea1317b55c3258b5748d3eee7e768ee89c0eff544cf6a,163
legal/licenses/Kenney-holiday.txt,True,license-notice,,,,,6010f677d95f3ab7935faf873d8f4eb96ad1e5f02fd0e4659c9d92852b768d6a,714
legal/licenses/Kenney-nature.txt,True,license-notice,,,,,cb96b75e3560ac78d7a53ce6f083f4cdb5c53faea6141b62d63458dcfe1e4b9d,611
legal/licenses/Kenney-space.txt,True,license-notice,,,,,bd4e050e69d41351282c4d53f943cd4d80a80b968593e60653ba5292637941b7,610
legal/licenses/NotoEmoji-OFL.txt,True,license-notice,,,,,500bb1ccf43df7bbb522112f9133a52b16e1c35e809632f5d8609b179152de5b,4330
legal/licenses/npm-runtime-NOTICES.txt,True,license-notice,,,,,5ae89bc6d6706788567f632999b64d9a1c163465027167e77883753653fb8401,25783
legal/licenses/three-r160-MIT.txt,True,license-notice,,,,,852e0e8699169bf9f6fdc6bda3e682d078dcbc738b5d33e74df594721bff271d,1081
